,text,Label,preprocess_data
2453,mãi yêu toni kroos,1.0,mãi yêu toni kroos
2454,bl quá chán,2.0,bl quá chán
2455,"đó là 1 phần của bóng đá, không phải lúc nào cũng vinh quang chỉ cần anh luôn khát khao, ý chí nỗ lực không ngừng nghỉ như cái cách mà anh vẫn làm suốt 20 năm qua thì fan mãi luôn bên anh dù bất cứ hoàn cảnh nào",1.0,đó là 1 phần của bóng_đá không phải lúc_nào cũng vinh_quang chỉ cần anh luôn khát_khao ý_chí nỗ_lực không ngừng_nghỉ như cái cách mà anh vẫn làm suốt 20 năm qua thì fan mãi luôn bên anh dù bất_cứ hoàn_cảnh nào
2456,3: 33 2 ông sn 91,0.0,3 33 2 ông sn 91
2457,"em yêu anh7, thấy anh7 chuyền cho bruno em muốn khóc",1.0,em yêu anh7 thấy anh7 chuyền cho bruno em muốn khóc
2458,việt vị quà hơi ảo... công nghê với công nghê,0.0,việt_vị quà hơi ảo công nghê với công nghê
2459,trận cuối thua croatia nữa nhé ý,0.0,trận cuối thua croatia nữa nhé ý
2460,kevin:......... 1 cánh én không làm nên mùa xuân,0.0,kevin 1 cánh én không làm_nên mùa xuân
2461,"gruzia đá hay quá, đáng lẽ hoà thì hợp lý hơn: d",1.0,gruzia đá hay quá_đáng lẽ hoà thì hợp_lý hơn d
2462,tbd vẫn rất uy tín.,1.0,tbd vẫn rất uy_tín
2463,không khác gì trận với hàn wc22,0.0,không khác gì trận với hàn wc22
2464,áo đa giao hữu hay,1.0,áo đa giao_hữu hay
2465,"ráng lên a7, cháy hết mình cho lần cuối cùng góp mặt ở euro nhé, luôn ủng hộ anh",1.0,ráng lên a7 cháy hết_mình cho lần cuối_cùng góp_mặt ở euro nhé luôn ủng_hộ anh
2466,thật may real cho luning lau ghế trận chồng c1 nếu không tonny kroos đã không có món quà tri ân,0.0,thật may real cho luning lau ghế trận chồng c1 nếu không tonny kroos đã không có món quà tri_ân
2467,anh lu cho về đá hậu vệ là đẹp nhất.,1.0,anh lu cho về đá hậu_vệ là đẹp nhất
2468,bình luận viên cơ hội đầu tiên cho italia. mà... tbn đánh đầu,0.0,bình_luận_viên cơ_hội đầu_tiên cho italia mà tbn đánh_đầu
2469,đá như thế thì chỉ nên đá với đội tuyển việt nam,0.0,đá như thế thì chỉ nên đá với đội_tuyển việt_nam
2470,7 liêm vẫn phế như ngày nào,2.0,7 liêm vẫn phế như ngày nào
2471,"9: 53 ""như vậy là bất ngờ đã có được bàn rút ngắn tỉ số của điện thoại scotland""?? bình luận kiểu gì vậy trời ""bất ngờ"" là thằng nào? cả trận bình luận không có tí cảm xúc gì",2.0,9 53 như_vậy là bất_ngờ đã có được bàn rút ngắn tỉ_số của điện_thoại scotland bình_luận kiểu gì vậy trời bất_ngờ là thằng nào cả trận bình_luận không có tí cảm_xúc gì
2472,quá hay!,1.0,quá hay
2473,cu ơi là cu,0.0,cu ơi_là cu
2474,"nói gì thì nói, ronaldo còn chơi trên các trận đấu là niềm vui của chúng ta rồi! hãy tận hưởng khoảnh khắc này! chẳng mấy chốc mà chúng ta không thấy được bóng dáng của anh ấy trên sân cỏ nữa đâu!",1.0,nói_gì_thì nói ronaldo còn chơi trên các trận đấu là niềm vui của chúng_ta rồi hãy tận_hưởng khoảnh_khắc này chẳng_mấy_chốc mà chúng_ta không thấy được bóng_dáng của anh ấy trên sân_cỏ nữa đâu
2475,trận sau romania tiễn bỉ luôn,0.0,trận sau romania tiễn bỉ luôn
2476,bình luận viên nào cháy vậy,1.0,bình_luận_viên nào cháy vậy
2477,1 trận hoà như thua. thật may mình đã không thức để xem trận đấu vô nghĩa như vậy,2.0,1 trận hoà như thua thật may mình đã không thức để xem trận đấu vô_nghĩa như_vậy
2478,áo chứ có phải việt nam đâu mà đòi dễ vàng đơn giản... đội tuyển áo từ xưa đến nay còn có lúc vượt cả đức lên pháp muốn ăn được họ thì trầy da xước mặt là đúng rồi. xin chúc mừng đàn gà gô.,0.0,áo chứ có phải việt_nam đâu mà đòi dễ vàng đơn_giản đội_tuyển áo từ xưa đến nay còn có lúc vượt cả đức lên pháp muốn ăn được họ thì trầy da xước mặt là đúng rồi xin chúc_mừng đàn gà_gô
2479,highlights bôi ra kinh vãi đái,2.0,highlights bôi ra kinh vãi đái
2480,quả em ba bế mà là ronaldo chắc tụi culi lại múa ác lắm ha ha,0.0,quả em ba bế mà là ronaldo chắc tụi culi lại múa ác lắm ha_ha
2481,kevin có câu hội thì chuyển thành bàn còn lukaku rất nhiều câu hội lại không thành bàn,0.0,kevin có câu hội thì chuyển thành bàn còn lukaku rất nhiều câu hội lại không thành bàn
2482,đã chuyển kênh từ vtv sang bên tv360 xem rồi mà vẫn còn gặp ông cầu thủ chém gió từ vtv sang.,2.0,đã chuyển kênh từ vtv sang bên tv360 xem rồi mà vẫn còn gặp ông cầu_thủ chém gió từ vtv sang
2483,jan oblak xuất sắc nhất trận đấu,1.0,jan oblak xuất_sắc nhất trận đấu
2484,coi mấy thằng này đá còn hay hơn tụi anh với tụi pháp đá muốn ngủ gục,2.0,coi mấy thằng này đá còn hay hơn tụi anh với tụi pháp đá muốn ngủ gục
2485,thủ môn bên bồ đào nhé quá ao trinh,1.0,thủ_môn bên bồ_đào nhé quá ao trinh
2486,anh bị loại vòng 1/8,0.0,anh bị loại vòng 18
2487,jude bellingham siêu phẩm hay quá,1.0,jude bellingham siêu phẩm hay quá
2488,"ronaldo hay quá, hét 1 cái là đội bạn phản lưới nhà luôn",1.0,ronaldo hay quá hét 1 cái là đội bạn phản lưới nhà luôn
2489,"bất nghờ cái gì, giờ toàn đá cho nhà cái không! nhảy cầu hết không thấy sao!!!",2.0,bất nghờ cái gì giờ toàn đá cho nhà_cái không nhảy_cầu hết không thấy sao
2490,có lẽ đây là bàn thắng đẹp nhất vòng rồi,1.0,có_lẽ đây là bàn thắng đẹp nhất vòng rồi
2491,ronaldo già thật rồi: ((,2.0,ronaldo già thật rồi
2492,nửa ngày hơn 2 triệu view,1.0,nửa ngày hơn 2 triệu view
2493,alaba không đá nữa hả mọi người,0.0,alaba không đá nữa hả mọi người
2494,đức win không thuyết phục,2.0,đức win không thuyết_phục
2495,"ronaldo khi đã là thần tượng thì dù anh khóc, hay cười, hay chửi bới bố đời như thế nào thì fan vẫn cho đó là đẳng cấp… nếu chê thì lại bảo là antifan ngay nhưng công nhận trận hôm nay anh đá dở bỏ mẹ, khóc lóc như trẻ ranh",2.0,ronaldo khi đã là thần_tượng thì dù anh khóc hay cười hay chửi_bới bố đời như_thế_nào thì fan vẫn cho đó là đẳng_cấp … nếu chê thì lại bảo là antifan ngay nhưng công_nhận trận hôm_nay anh đá dở bỏ_mẹ khóc_lóc như trẻ_ranh
2496,tấn công như vậy anh em thở nhẹ nhẹ bình an,0.0,tấn_công như_vậy anh_em thở nhẹ nhẹ bình_an
2497,thế mới bảo thế 3pe thì không làm gì được may không thua,0.0,thế mới bảo thế 3pe thì không làm gì được may không thua
2498,sao việt nam không đá êroo nhỉ,0.0,sao việt_nam không đá êroo nhỉ
2499,"taylor này là trọng tài mà nó luôn muốn làm tâm điểm của trận đấu, đây không phải là lần đầu tiên",0.0,taylor này là trọng_tài mà nó luôn muốn làm tâm điểm của trận đấu đây không phải là lần đầu_tiên
2500,éo hiểu kiểu gì luôn ý... sao cô đơn mãi mãi cứ để cho ông này làm hoài luôn ý....,2.0,éo hiểu kiểu gì luôn ý sao cô_đơn mãi_mãi cứ để cho ông này làm hoài luôn ý
2501,anh7 hôm nay hơi đen,2.0,anh7 hôm_nay hơi đen
2502,"gruzia vào được vòng này đã là hay r, chúc mừng tbn",1.0,gruzia vào được vòng này đã là hay r chúc_mừng tbn
2503,modric khám lưng gấp: ),0.0,modric khám lưng gấp
2504,nhà cái mua rồi,2.0,nhà_cái mua rồi
2505,lù đù như gà rù,2.0,lù_đù như gà rù
2506,pedri gỗ giống anh linh,2.0,pedri gỗ giống anh_linh
2507,"ba lan đá chán kinh, tiền đạo giỏi mà tuyến giữa chơi chán vậy banh đâu mà đá",2.0,ba_lan đá chán kinh tiền_đạo giỏi mà tuyến giữa chơi chán vậy banh đâu mà đá
2508,có cần phải viết ronaldo sút phạt đền hỏng to như này không sợ người ta không biết không vào xem à,0.0,có cần phải viết ronaldo sút phạt_đền hỏng to như này không sợ người ta không biết không vào xem à
2509,số 7 phá đá như chân không ngón,2.0,số 7 phá đá như chân_không ngón
2510,vinh quang cho ukraine,1.0,vinh_quang cho ukraine
2511,2h sáng nghe bình luận viên bl tắt vội vì sợ không thức xem bóng được,2.0,2h sáng nghe bình_luận_viên bl tắt vội vì sợ không thức xem bóng được
2512,kèo trên chắc chết hết... kkk,0.0,kèo trên chắc chết hết kkk
2513,điện thoại anh năm nay đúng kiểu 11 con sư tử được huấn luyện bởi 1 con chó,2.0,điện_thoại anh năm nay đúng kiểu 11 con sư_tử được huấn_luyện bởi 1 con chó
2514,nhà cái nó nói bạn phải thua cho ai theo bdn rụng trứng.,0.0,nhà_cái nó nói bạn phải thua cho ai theo bdn rụng trứng
2515,mãn nhãn xứng đáng nhưng ghi hơi ít bàn nhe,1.0,mãn nhãn xứng_đáng nhưng ghi hơi ít bàn nhe
2516,"chúc mừng đội tuyển ukraine, các em hãy chiến đấu quả cảm như các chiến binh ngoài mặt trận, chúc dân tộc ukraine sớm dành chiến thắng bảo vệ toàn vẹn lãnh thổ thiêng liêng của tổ quốcr",1.0,chúc_mừng đội_tuyển ukraine các em hãy chiến_đấu quả_cảm như các chiến_binh ngoài_mặt trận chúc dân_tộc ukraine sớm dành chiến_thắng bảo_vệ toàn_vẹn lãnh_thổ thiêng_liêng của tổ quốcr
2517,má 3-1 là ngon rồi,0.0,má 31 là ngon rồi
2518,đá theo kịch hết rồi,2.0,đá theo kịch hết rồi
2519,qui luật bàn tay trái! sau khi scotland dính thẻ đỏ tỷ số là 1-1. ha ha,0.0,qui_luật bàn tay_trái sau khi scotland dính thẻ_đỏ tỷ_số là 11 ha_ha
2520,bình luận viên chán vậy,2.0,bình_luận_viên chán vậy
2521,thủ môn u cà là lunin hay chu bin vậy ạ,0.0,thủ_môn u cà là lunin hay chu bin vậy ạ
2522,"xem trực tiếp mới thấy đức chỉ chơi bóng 1 mình không cho scotlend chơi bóng luôn, musiala đá nhìn quá vừa ý luôn gọn gàng khéo léo",1.0,xem trực_tiếp mới thấy đức chỉ chơi bóng 1 mình không cho scotlend chơi bóng luôn musiala đá nhìn quá vừa_ý luôn gọn_gàng khéo_léo
2523,mới đá trận 1 vòng bảng các ông xem đòi đội mạnh đá hết bài thì nó lấu cup bằng cách nào,0.0,mới đá trận 1 vòng bảng các ông xem đòi đội mạnh đá hết bài thì nó lấu cup bằng cách nào
2524,"ông bình luận đang êm thì gào lên, đeo tai nghe tí thì thủng màng nhỉ: d",2.0,ông bình_luận đang êm thì gào lên đeo tai nghe tí thì thủng màng nhỉ d
2525,anh không gọi anh trưởng là sai rồi,0.0,anh không gọi anh trưởng là sai rồi
2526,.,0.0,
2527,"giật tiếp chứ u cà còn dovbyk, tsygankov",0.0,giật tiếp chứ u cà còn dovbyk tsygankov
2528,không,0.0,không
2529,diego costa người cứu rỗi ronaldo và bồ đào nhé,1.0,diego costa người cứu_rỗi ronaldo và bồ_đào nhé
2530,ronaldo được đá tận 120p quá khoẻ,1.0,ronaldo được đá tận 120p quá khoẻ
2531,lịch sử bd chưa pha nào nv,0.0,lịch_sử bd chưa pha nào nv
2532,hay ấy mình đổi bình luận viên đi được không nhà đài,2.0,hay ấy mình đổi bình_luận_viên đi được không nhà đài
2533,ronaldo mãi đỉnh,1.0,ronaldo mãi đỉnh
2534,_ ba cầu thủ sút trượt pen tôi chấm: 3 điểm.,0.0,ba cầu_thủ sút trượt pen tôi chấm 3 điểm
2535,lamine yamal và dani carvajal,1.0,lamine yamal và dani carvajal
2536,bình luận viên chán vãi lồn,2.0,bình_luận_viên chán vãi lồn
2537,"hét sướng và cảm xúc quá, 20p đầu quá hay trận này",1.0,hét sướng và cảm_xúc quá 20p đầu quá hay trận này
2538,chán chưa,2.0,chán chưa
2539,"trọn vẹn thế giới thể thao chỉ với 20k/tháng! đăng ký gói vậy sport. soạn được hỗ trợ gửi 1331 để tận hưởng ngay các giải vô địch quốc gia hàng đầu thế giới, đặc biệt là vck euro 2024 trên tv360 tại.",0.0,trọn_vẹn thế_giới thể_thao chỉ với 20ktháng đăng_ký gói vậy sport soạn được hỗ_trợ gửi 1331 để tận_hưởng ngay các giải vô_địch quốc_gia hàng_đầu thế_giới đặc_biệt là vck euro 2024 trên tv360 tại
2540,bảng f này 2 trận đều hay và kịch tính,1.0,bảng f này 2 trận đều hay và kịch_tính
2541,thấy thương moric púa lun... cái anh cần là 1 danh hiệu cùng đội tuyển cuốc gia... c1 6 cái rồi. pủa bóng vàng có rồi... giờ thì hết mong chờ gì,0.0,thấy thương moric púa lun cái anh cần là 1 danh_hiệu cùng đội_tuyển cuốc gia c1 6 cái rồi pủa bóng vàng có rồi giờ thì hết mong_chờ gì
2542,"quá tuyệt vời cho luzia, ngưỡng mộ thủ thành",1.0,quá tuyệt_vời cho luzia ngưỡng_mộ thủ_thành
2543,ăn có 2 trái hay ho gì. đá với mấy đội yếu thôi chứ vô trong đi rồi biết,2.0,ăn có 2 trái hay_ho gì đá với mấy đội yếu thôi chứ vô trong đi rồi biết
2544,lukaku nhớ muốn có đồng đội inter milan mới chịu ghi bàn,0.0,lukaku nhớ muốn có đồng_đội inter milan mới chịu ghi_bàn
2545,pháp giấu bài,0.0,pháp giấu bài
2546,bình luận viên như cứt,2.0,bình_luận_viên như cứt
2547,22 giây cho bàn thắng sớm nhất lịch sử giải đấu,1.0,22 giây cho bàn thắng sớm nhất lịch_sử giải đấu
2548,qua vo duyen voi bodaonha,1.0,qua vo duyen voi bodaonha
2549,hai cây đại thụ bình luận viên bóng đá hay,1.0,hai cây đại_thụ bình_luận_viên bóng_đá hay
2550,"đôi tuyển ý đá rất tệ, tiền đạo thì mất hút hàng thủ đá như mơ ngủ mắc sai lầm chết người, không giống nhà vô địch, về nhà ăn mì ý xem bóng đá, nhỉ he nhỉ",2.0,đôi tuyển ý đá rất tệ tiền_đạo thì mất_hút hàng thủ đá như mơ_ngủ mắc sai_lầm chết người không giống nhà vô_địch về nhà_ăn mì ý xem bóng_đá nhỉ he nhỉ
2551,"lunin còn bắt cho real thì các bố cứ nâng lên tận mây xanh, giờ biết trình độ lunin chênh lệch như nào với courtois rồi chứ.",2.0,lunin còn bắt cho real thì các bố cứ nâng lên tận mây_xanh giờ biết trình_độ lunin chênh_lệch như nào với courtois rồi chứ
2552,bóng đá là thế rất cảm xúc và khôn lường!!!,1.0,bóng_đá là thế rất cảm_xúc và khôn_lường
2553,có tuyển bình luận viên không,0.0,có tuyển bình_luận_viên không
2554,bẩn mắt,2.0,bẩn mắt
2555,đồng đội đã gánh 7 tạ-đấy là râu con bảo thế,2.0,đồng_đội đã gánh 7 tạđấy là râu con bảo thế
2556,luôn yêu mến và ủng hộ r7,1.0,luôn yêu_mến và ủng_hộ r7
2557,ronaldo tuy già nhưng khả năng chọn vị trí vẫn cực kì đẳng cấp,1.0,ronaldo tuy già nhưng khả_năng chọn vị_trí vẫn cực_kì đẳng_cấp
2558,tiếc cho luka modric và croatia.,0.0,tiếc cho luka modric và croatia
2559,ơi hôm nay thấy mấy anh hay thế năm nay khéo lượm cúp đấy,1.0,ơi hôm_nay thấy mấy anh hay thế năm nay khéo lượm cúp đấy
2560,đơn giản là về bờ,0.0,đơn_giản là về bờ
2561,thành bại là tại lakaka,0.0,thành_bại là tại lakaka
2562,đánh cái xỉu hú hồn à,0.0,đánh cái xỉu hú_hồn à
2563,duc manh hay khong gap tay ban nhé va y phap moi biet manh hay không,0.0,duc manh hay khong gap tay ban nhé va y phap moi biet manh hay không
2564,bỉ thủ từ đầu đến cuối khiến pháp không thể triển khai lối đá phòng ngự phản công được nói chung đá với pháp đức tbn hình như các đội toàn thủ mong hoà rồi đá peraty,0.0,bỉ thủ_từ đầu đến cuối khiến pháp không_thể triển_khai lối đá phòng_ngự phản_công được nói_chung đá với pháp đức tbn hình_như các đội toàn thủ mong hoà rồi đá peraty
2565,highlight 15p như vầy coi đã nhé mấy anh,1.0,highlight 15p như_vầy coi đã nhé mấy_anh
2566,80 phút thì vua phá lưới bundesliga mới có 1 pha dứt điểm trong vòng cấm,2.0,80 phút thì vua_phá_lưới bundesliga mới có 1 pha dứt_điểm trong vòng cấm
2567,m10 mới đá hỏng luân lưu kìa...,2.0,m10 mới đá hỏng luân_lưu kìa
2568,trận này kèo như nào ah... ai biết nói giúp,0.0,trận này kèo như nào ah ai biết nói giúp
2569,thiếu bruno thì thua đúng rồi,0.0,thiếu bruno thì thua đúng rồi
2570,đội bóng hoàng gia vẫn là cái gì đó đẳng cấp,1.0,đội bóng hoàng_gia vẫn là cái gì đó đẳng_cấp
2571,cậu ba đáng nhẽ không nên cứu đội tuyển anh họ xứng đáng bị loại với lối đá thật ngớ ngẩn.,2.0,cậu ba đáng nhẽ không nên cứu đội_tuyển anh họ xứng_đáng bị loại với lối đá thật ngớ_ngẩn
2572,"7 lạc đà trình độ có hạn mà thủ đoạn có thừa. cry thật nhiều để các chuyển giới nhí của nó vào thích bình luận thật nhiều để nó kiếm tiền, yêu nó, thông cảm cho nó để nó là nhân vật hot paper fanpage của các trang báo lá cải…những thằng như thế nào ở xã hội rất nhiều chỉ có những chuyển giới nhí là hâm mộ nó coi nó là động lực để sống ảo thôi, còn những người trưởng thành thì coi nó là thằng quá bình thường nên người ta ghét nó vì những chiêu trò hài hước, bẩn thỉu của nó. kakaka",2.0,7 lạc_đà trình_độ có_hạn mà thủ_đoạn có thừa cry thật nhiều để các chuyển giới nhí của nó vào thích bình_luận thật nhiều để nó kiếm tiền yêu nó thông_cảm cho nó để nó là nhân_vật hot paper fanpage của các trang báo lá_cải … những thằng như thế nào ở xã_hội rất nhiều chỉ có những chuyển giới nhí là hâm_mộ nó coi nó là động_lực để sống ảo thôi còn những người trưởng_thành thì coi nó là thằng quá bình_thường nên người ta ghét nó vì những chiêu trò hài_hước bẩn_thỉu của nó kakaka
2573,sút bóng thẳng mà việt vị trong đời tao mới thấy. bắt có mùi rồi,2.0,sút bóng thẳng mà việt_vị trong đời tao mới thấy bắt có mùi rồi
2574,nhánh hà lan mềm nhỉ ha lan quá sương,1.0,nhánh hà_lan mềm nhỉ ha lan quá sương
2575,đỉnh cao liêm khiết người bồ lên ngôi,1.0,đỉnh_cao liêm_khiết người bồ lên_ngôi
2576,perisic đá được cả hậu vệ,1.0,perisic đá được cả hậu_vệ
2577,ronaldo đang học messi chơi bóng ha ha,0.0,ronaldo đang học messi chơi bóng ha_ha
2578,đoi hình itali giờ chỉ còn donaruma,0.0,đoi hình itali giờ chỉ còn donaruma
2579,ronaldo trận này đá tốt quá,1.0,ronaldo trận này đá tốt quá
2580,thổ nhĩ kỳ,1.0,thổ_nhĩ_kỳ
2581,cho tiến linh vào có khi ghi bàn,0.0,cho tiến linh vào có_khi ghi_bàn
2582,đỉnh,1.0,đỉnh
2583,"hoàng tử bé sút kém lực, không ăn thua",2.0,hoàng_tử bé sút_kém_lực không ăn_thua
2584,lại là ứng viên tranh vua phá lưới với jamal musiala của tuyển đức khi những cầu thủ 3 bàn khác dừng chân tại vòng 1/8,0.0,lại là ứng_viên tranh vua_phá_lưới với jamal musiala của tuyển đức khi những cầu_thủ 3 bàn khác dừng chân tại vòng 18
2585,thằng bình luận bớt gào đi chả ra gì,2.0,thằng bình_luận bớt gào đi chả ra_gì
2586,"ronaldo là vậy, ra sân lúc nào cũng nổ lực, hết mình cống hiến",1.0,ronaldo là vậy ra sân lúc nào cũng nổ lực hết mình cống hiến
2587,"ronaldo như thằng chết trôi, hôm nay bồ đào nhé thua nhục nhã",2.0,ronaldo như thằng chết_trôi hôm_nay bồ_đào nhé thua nhục_nhã
2588,lay một san bong thôi là biết bao nhiêu linh châu âu kkk,0.0,lay một san bong thôi là biết_bao_nhiêu linh châu_âu kkk
2589,bán độ mẹ rồi,2.0,bán_độ mẹ rồi
2590,"anh tôi ronaldo là duy nhất, suuuuuiiiiiiii",1.0,anh tôi ronaldo là duy_nhất suuuuuiiiiiiii
2591,euro bịp thật,2.0,euro bịp thật
2592,"2 trận đều bị thủng lưới phút cuối, trách ai bây giờ đây",0.0,2 trận đều bị thủng lưới phút cuối trách ai bây_giờ đây
2593,cancelo nó chuyền quả lên 2-0 không biết nó chuyền cho ai nhỉ,0.0,cancelo nó chuyền quả lên 20 không biết nó chuyền cho ai nhỉ
2594,đã quốc gia người ta yêu cầu bạn bè không gọi họ bằng cái tên nga là gruzia nữa mà hãy gọi bằng georgia. nhưng vẫn có nhiều kẻ mất lịch sự gọi họ là gruzia,0.0,đã quốc_gia người ta yêu_cầu bạn_bè không gọi họ bằng cái tên nga là gruzia nữa mà hãy gọi bằng georgia nhưng vẫn có nhiều kẻ mất lịch_sự gọi họ là gruzia
2595,"crotia đá tệ vc, 2 trận liên tiếp thì ko. phải do tem bạn may mà là chủ quan",2.0,crotia đá tệ vc 2 trận liên_tiếp thì ko phải do tem bạn may_mà là chủ_quan
2596,tối qua nhảy cầu chắc nhiều. nhà cái xếp hết rồi,2.0,tối_qua nhảy_cầu chắc nhiều nhà_cái xếp hết rồi
2597,siuuuuuu đúng là goat,1.0,siuuuuuu đúng là goat
2598,ronaldo mà khóc thì cả thế giới đều khóc theo anh,0.0,ronaldo mà khóc thì cả thế_giới đều khóc theo_anh
2599,đá bịp vãi lồn,2.0,đá bịp vãi lồn
2600,dù sao anh cu cũng đã cố gắng cả trận đấu rồi,1.0,dù_sao anh cu cũng đã cố_gắng cả trận đấu rồi
2601,số 4 là tử thật... vòng sau đổi đi he....,2.0,số 4 là tử thật vòng sau đổi đi he
2602,"bdn giữ sức thôi, vì chắc suất rồi",0.0,bdn giữ sức thôi vì chắc suất rồi
2603,đáng lý ra phải huỷ diệt chứ không nên khó khăn như này,2.0,đáng_lý ra phải huỷ_diệt chứ không nên khó_khăn như này
2604,ronaldo nhường đồng đội đá phạt được không ạ?,0.0,ronaldo nhường đồng_đội đá phạt được không ạ
2605,hay hay quá xin chúc mừng grudia họ chơi không mĩ miều dám chọc thẳng khung thành bồ đào nhé,1.0,hay_hay quá xin chúc_mừng grudia họ chơi không mĩ_miều dám chọc thẳng khung_thành bồ_đào nhé
2606,"nhìn mặt trọng tài gian thấy ớn, trái vào việt vị không bắt nữa trời",2.0,nhìn mặt trọng_tài gian thấy ớn trái vào việt_vị không bắt nữa trời
2607,ai nói khứa tàu bay bỏ cái tang trên đầu xuống đi chứ đá đấm mang tang không ổn rồi,0.0,ai nói khứa tàu_bay bỏ cái tang trên đầu xuống đi chứ đá đấm mang tang không ổn rồi
2608,tuyệt vời ucraina _iloveyou,1.0,tuyệt_vời ucraina iloveyou
2609,slovakia họ phối hợp với nhau rất ăn ý và sắc nét chỉ là họ thiếu may mắn thôi.,1.0,slovakia họ phối_hợp với nhau rất ăn_ý và sắc nét chỉ là họ thiếu may_mắn thôi
2610,đội trưởng pháp cạo râu đi nhìn đẹp trai hơn đó cạo râu đi mới thắng được để râu nhìn đá chán quá,2.0,đội_trưởng pháp cạo râu đi nhìn đẹp_trai hơn đó cạo râu đi mới thắng được để râu nhìn đá chán quá
2611,chấp độ 1 trái chỉ hoà là đúng độ,0.0,chấp độ 1 trái chỉ hoà là đúng độ
2612,nửa ngày hơn 2 triệu view,1.0,nửa ngày hơn 2 triệu view
2613,cay thật còn 30s cuối cùng hết nước chấm. cro chủ quan quá không về phòng thủ mà còn ham tan công nữa,2.0,cay thật còn 30s cuối_cùng hết nước chấm cro chủ_quan quá không về phòng_thủ mà_còn ham tan công nữa
2614,anh -1. 5 chết tức tưởi,2.0,anh 1 5 chết tức_tưởi
2615,rodri là tiền vệ trung tâm hay nhất thế giới hiện tại,1.0,rodri là tiền_vệ trung_tâm hay nhất thế_giới hiện_tại
2616,tây ép sân ý kinh quá,1.0,tây ép sân ý kinh quá
2617,zinchenko không về đánh nga nữa à,0.0,zinchenko không về đánh nga nữa à
2618,số 4 của czech quá vụng về. biếu 2 bàn thắng cho bồ. chúc mừng anh liêm và bồ,2.0,số 4 của czech quá vụng_về biếu 2 bàn thắng cho bồ chúc_mừng anh liêm và bồ
2619,"quang huy già r, bình luận thiếu sức sống quá, nghe buồn ngủ kinh khủng.",2.0,quang huy già r bình_luận thiếu sức_sống quá nghe buồn_ngủ kinh_khủng
2620,i think turkey's second goal the goalkeeper made anh positional error lol,2.0,i think turkeys second goal the goalkeeper made anh positional error lol
2621,croatia = hôm nay - đá không có sức sống - không có nhiệt huyết như mọi khi,2.0,croatia hôm_nay đá không có sức_sống không có nhiệt_huyết như mọi_khi
2622,trận này cháy thật. hay nhất từ lúc khai mạc euro đến giờ.,1.0,trận này cháy thật hay nhất từ lúc khai_mạc euro đến giờ
2623,"bungari không được đá euro nữa nhỉ. đội đó cầu thủ nào cũng có “op” ở cuối tên: nop, xop, cop, rop",0.0,bungari không được đá euro nữa nhỉ đội đó cầu_thủ nào cũng có op ở cuối tên nop xop cop rop
2624,không bị ngượng mồn hả trời =)),2.0,không bị ngượng mồn hả trời
2625,anh mà đá cái gì... có tiếng mà không có hay...,2.0,anh mà đá cái gì có tiếng mà không có hay
2626,10: 37 truyền cho ronaldo có khi vào rồi,0.0,10 37 truyền cho ronaldo có_khi vào rồi
2627,modric đợt sút pen cho mc cũng thọt mà cho lên hoài,2.0,modric đợt sút pen cho mc cũng thọt mà cho lên hoài
2628,8: 43 cái gì vậy??????????????????????????????????????????,0.0,8 43 cái gì vậy
2629,nhìn mấy th bồ co bóng nó múa tới đeo hieu? mạnh ai nấy múa: ),2.0,nhìn mấy th bồ co bóng nó múa tới đeo hieu mạnh ai nấy múa
2630,như chung kết luôn! gruzia rất tiềm năng!,1.0,như chung_kết luôn gruzia rất tiềm_năng
2631,"cầu thủ bị va chạm đêm qua sao rồi, thương quá",0.0,cầu_thủ bị va_chạm đêm qua sao rồi thương quá
2632,tao mê de bruyne quá rồi,1.0,tao mê de bruyne quá rồi
2633,"tam sư có nhiều sao nhưng thiếu gắn kết, thiếu tiền vệ kiến thiết đẳng cấp, khó tiến sâu ở euro năm nay,",2.0,tam sư có nhiều sao nhưng thiếu gắn_kết thiếu tiền_vệ kiến_thiết đẳng_cấp khó tiến sâu ở euro năm nay
2634,ronaldo sẽ vô địch euro,1.0,ronaldo sẽ vô_địch euro
2635,cu ơi là cu sao lận đận thế,2.0,cu ơi_là cu sao lận_đận thế
2636,tôi đi coi lại trận này bao nhiêu lần rồi vẫn thấy không chán vẫn kịch tính,1.0,tôi đi coi lại trận này bao_nhiêu lần rồi vẫn thấy không chán vẫn kịch_tính
2637,cái ha vớt khác gì gỗ lukaka,2.0,cái ha vớt khác gì gỗ lukaka
2638,hên quá không phải ông bình luận viên hô nan đô,2.0,hên quá không phải ông bình_luận_viên hô nan đô
2639,bình luận viên chán,2.0,bình_luận_viên chán
2640,"nhà cái bảo rồi, phải diễn cho thật tự nhiên: )))",0.0,nhà_cái bảo rồi phải diễn cho thật tự_nhiên
2641,tbn đá quá trời hay,1.0,tbn đá quá_trời hay
2642,đá quá tệ,2.0,đá quá tệ
2643,nói chung là trọng tài vẫn thiên vị cho chủ nhà đức,2.0,nói_chung là trọng_tài vẫn thiên_vị cho chủ nhà đức
2644,sút như cặc ấy,2.0,sút như cặc ấy
2645,đội tuyển pháp đã dỡ như gì hôm qua coi 40 phút đi ngủ luôn,2.0,đội_tuyển pháp đã dỡ như gì hôm_qua coi 40 phút đi ngủ luôn
