text,Label
"Bàn thắng cảm,xúc thật chúc mừng hunggry",1.0
1 mình 1 bóng đối diện chỉ mỗi thủ môn mà đá không vào thì bị loại là phải rồi ! Nhưng cũng hơi tiếc cho slovenia,2.0
Thủ môn Bồ Đào Nha chiến vãi,1.0
Chết hụt,2.0
Bán đội rồi,2.0
Có Đức nhưng không có tài,0.0
Bên thủ môn hay bên công hay . Xem đã con mắt mà hơi tiếc mình đi tài @@,1.0
"Gruzia 🇬🇪, ta bên các bạn.",1.0
Dembele gà,2.0
Bình luận như cha nó chết,2.0
Nhà đài nên đổi bình luận viên thôi. Quang Tùng xuống cấp rồi. Giọng ê a ngắc ngứ lắm. Cho Quang Huy vào thay đi!!!!,2.0
Đức nào ngon nhỉ,0.0
Thủ môn gánh muốn gãy lưng,1.0
Đá tốt hay ko còn phụ thuộc kèo nhà cái. Tôi dự đoán đội tuyển a năm nay là người được chọn . Họ sẽ vô địch và nhiều đôi  dép sẽ bỏ lại trên cầu,0.0
Dàn sao phế vật,2.0
Kante quá hay ,1.0
May og chuyen gia du Doan Phap 1-0,0.0
thằng 16t đá tuyệt vời ông mặt trời,1.0
làm mất con mẹ nó 4 củ :))),2.0
phút 65 sao kante nó ko dứt điểm ta ...,0.0
2 pha đầu nếu có m3p thì đã khác r,0.0
hay lắm lukacu,1.0
Tây ban Nha chơi rất hay nhưng thủ môn đôi bạn cũng chơi rất hay,1.0
Bình luận viên nghe buồn ngủ ghê á,2.0
Thủ môn của Ukraina???(trubin),0.0
blv rất có kiến thức bóng đá cho 1 trận cầu hay,1.0
chói thế,2.0
Vì sao không có đội tuyển vương quốc anh mà phải chia ra làm bốn đội riêng biệt?,0.0
quay đầu là bờ nhé các con giời ơi,0.0
Lỗi thế mà k có fen cho a Liêm,0.0
Bao  giờ cũng vậy Tây Ban Nha họ luôn tạo ra sự kế thừa rất Anh Tài mà tuổi đời thì 17-25 tuổi,1.0
"Bình luận như ru ngủ, tư duy kém, nói năng ất a ất ơ mà vẫn làm BLV đc hả tv360",2.0
Cầu thủ nhọ nhất Euro năm nay ko ai khác gọi tên Lu Ka Ku ,2.0
Qua pha này mới thấy anh 7 tinh tế như nào,1.0
Pháp đá dỡ,2.0
Máy thằng chân gỗ này ,2.0
Ko có lukangu tao ko xem đâu ,0.0
"Bảng C, Slovenia ít cũng phải cầm hòa Anh mới có cơ hội. Đan Mạch thì phải tranh giành trực tiếp với Serbia",0.0
tận hưởng những năm tháng cuối cùng của anh 7! Mong anh có kì euro thành công,1.0
Những cầu thủ tiền vệ của croatia đã lớn tuổi k còn đủ thể lực bao sân ở những phút cuối. Cũng dễ hiểu.,2.0
Nếu Croatia ko may mắn có bàn phản lưới nhà khiến họ giải tỏa đc tâm lý và có bàn thứ 2 thì thật sự Croatia đá rất kém hiệu quả.,0.0
A7 quá tuyệt,1.0
Fan ruzia :)) tiếc vào pha cuối thi trận tới gặp bồ đỡ r :) muốn ruzia vào ma trận cuối gặp bồ hơi khó,0.0
🇪🇸 99%    giành  chiến   thắng ,1.0
Quá đẹp,1.0
Rodri đá hay,1.0
Euro mà chụp đc 3 quả phạt đền thì ối giồi ôiii thật :)))),0.0
Serbị đá ổn.,1.0
Đá như đấm vào mặt t v. Ko có một chiến thuật j cả,2.0
Hi,0.0
Crotia đánh bại ý ko nhĩ,0.0
Lukacu tấm trắng hết đen ak,0.0
Chán nhất là blv trận đan mạch gặp slovenia,2.0
Mùi nhà cái ban do,2.0
Mãi fan ah 7,1.0
Xem lại vẫn cười  tối xem hài sáng vẫn phải xem lại.  ,0.0
Bọn trẻ ranh bây giờ thích xem BLV kiêm rapper cơ,0.0
Pháp hay hơn,1.0
Còn ông Kane đá với Saka và Folden thì chắc có mỗi Saka là nhìn ổn.,0.0
"Lại là hiệp 1 , 2 bàn , hiệp 2 đứng hình kiểu này tài khóc thét",0.0
Diogo Costa đỉnh vậy trời,1.0
hihj,0.0
cơ hội tôt mở rộng  đườg cho Phap tiêp bước,0.0
Xỉu ăn phải k ae,0.0
"Croatia là vậy, đến phút cuối lại để thủng lưới, buồn cho luka Modric",0.0
"Siêu phẩm của cậu Bellingham, hướng đến bóng vàng nào ",1.0
" đúng là  BLV trận này rất hay đẳng cấp, trận đấu  nghe sướng tai rất nhiều khi có đc những BLV nhiệt huyết như thế này, tôi nghe nhiều BLV CỦA vTV khá buồn ngủ",1.0
Xem hết trận có anh em nào không có x đi không tui cho mượn ,0.0
Chúc mừng Ucraina luôn chiến thắng trên mọi mặt trận từ bóng đá tới quê nhà......!,1.0
Trận đấu nhạt hơn nước ốc. Anh đá kiểu này mà đòi vô địch ák,2.0
Kane ghi bàn...và cái kết,0.0
Họ toàn nói Romania là đội lót đường cho họ kkka nhìn vào thật ur mới là đội lót,0.0
"sao k ai côg nhận tih thần của a ấy, kiểu j cũg nói dc...",0.0
Hình như Truram không hay bằng bố cuả anh ta,0.0
"tóc tai , dáng ng giống ramos rồi đấy , nhưng ...",0.0
"nhưg nhìn CR7, 39t , a chạy suốt 120p",1.0
Lukaku giờ phải đổi thành Lu Hu hu thì Bỉ mới thắng được ,0.0
"Real thắng Alt phút 90+ tụi nó bảo Real đẳng cấp, Ánh thắng Slo thì tụi nó bảo k xứng đáng?",0.0
do,0.0
Thủ môn ko cản banh lo cản cái chân,0.0
"Trận này đúng bịp  tội mấy ông cá độ hahaa, xem chúng nó diễn hài mà thấy may khi mình kh dính vào mấy cái đỏ đen này ",2.0
Nếu bắt lỗi cầu thủ Croatia di chuyển trước khi thực hiện pen thì phải cho đá lại pen được ko ?,0.0
"Chính ra pha phạm lỗi quả pen đó thủ môn dướn tay lấy bóng và tay chưa chạm gì đến chân sabitzer cả, chỉ là chân hơi chạm vào cằm thủ môn rồi ôg cố tình ngã khéo..mà vẫn bị lỗi cả ăn thẻ nhỉ",0.0
Chu bin. Tiêm chích. Tên hay quá ,2.0
dcu lucackuc,0.0
Xem hoài k thấy lại pha va chạm :))),0.0
"Quang Huy nghỉ bình luận đi ANh ạ , nên để thế hệ trẻ nhiệt huyết và máu lửa BL sẽ truyền được cảm xúc cho người xem hơn chứ 2h sáng mà xem bl kiểu này buồn ngủ lắm",2.0
"Thủ môn Gruzia sau mùa sẽ đắt giá trên thị trường, cậu ấy bắt khá hay, thể hình lí tưởng.",1.0
trận hay vậy mà blv bình luận buồn ngủ quá,2.0
"1 ngày có 3,1tr người xem vì cr7",1.0
"Tên cầu thủ rô bốt lai , ok gia lai , gia lai kontum , xăng xe gia lai :))",0.0
Tên gì mà toàn Vic thế này,0.0
"Vẫn k hiểu sao Cửa Nam cầm tuyển Anh lâu tới z  , HLV bộ k còn ai à ta",2.0
Ý quá ghe gớm. Cứ phải thủng lưới mới chịu đá,1.0
Chấp 2 trái mà đá kinh,1.0
Hà bịp ,2.0
Rích man vẫn đẳng cấp như ngày nào,1.0
người áo tại berlin đáng sợ thật,1.0
Sabizer đầu tàu của áo r,1.0
Dù bất cứ HLV nào ở phong độ ra sao kai vẫn là số 1 ở hàng công,1.0
"Luôn ủng hộ tây ban nhá , lối đá cống hiến đẹp mắt cống hiến",1.0
TBN có vẻ yếu về thể lực quá . Mới phút 65 mà thấy chạy không nổi nữa,2.0
Cay vai ở nhà thức đêm xem bồ đá séc 2h đến 4h mà đi về quê bắt đi ngủ ko xem đc chỉ có xem đc hiệp 1 thôi. Vì đông trẻ con,0.0
Tây ban nha sẽ vào chung kết gặp Việt nam,0.0
"voi tikitaka nhoc con k the gay bat ngo duoc đau,",0.0
Thủ môn Ba Lan hay quá,1.0
Xem Anh đá như xem mu đá v ,0.0
AI bình luận à như cạc vậy,2.0
"Cố lên anh 7 ơi vào được tứ kết rồi anh hãy cố gắng để vào được chung kết nhé , thời gian ko cho phép nhiều nữa đâu anh ạ nên là hãy tận hưởng những gì trên sân cỏ nếu còn có thể, dù anh ko còn đỉnh cao phong độ như thời trẻ nữa nhưng ở tuổi 39 anh làm được như vậy là hay rồi, chỉ cần thấy anh trên sân cỏ đá cho đội tuyển là em vui rồi mỗi khi thấy anh đá thì niềm vui lại trào về ",1.0
Tuyển Anh mà ứng cử viên số 1 à :)),0.0
kankute ,1.0
Blv khá nhiệt huyết.. nhưng đôi khi hét lố quá.,0.0
"5:45 tưởng chấn thương đầu gối, trớ =))",0.0
da kieu sap xep ty so,2.0
xem trên web blv hét và mình hét muốn banh cái họng  chúng mừng Abania,1.0
Fan messi thấy a 7 trận này đá cũng hay,1.0
hay,1.0
"Trong lứa tài năng trẻ, Musiala mới chuẩn xác là thần tượng Messi từ bé,  y chang Ganacho thần tượng Rô ấy. Đúng kiểu từ cách rê bóng cho đến tần suất hoạt động, số áo lẫn vị trí. Bắt chước lối chơi và cách tư duy. Nhưng vẫn chưa mượt mà như bản chính ",0.0
Malen nhu ban do vay,2.0
Xem trận này đỡ buồn ngủ,0.0
"Cầu thủ Anh chất lượng nhưng HLV thì chưa chất lượng, sẽ khó cho đội tuyển Anh.",0.0
"Mấy thằng tiền vệ vào sân thay người gà quá, cho dự bị dài",2.0
"nhiều người thắc mắc vì sao CR7 không sút mà kiến tạo cho BRUNO, có muôn vàn kịch bản được vẽ ra từ những Anti Fan",0.0
Pháp đá nccc,2.0
"pepe cũng 41 rồi, chạy sao nổi mấy phút hiệp phụ :((((",0.0
.,0.0
Moá… lisMan sút vậy tụi pháp có gọi chân gỗ kh ?,0.0
Đôi lúc bn hay thôi là chưa đủ để vô địch,0.0
Ánh sáng đã cạn,0.0
Blv như xịt,2.0
Bình luận dở ẹc,2.0
Thường thì đá euro như này với cách đá liên tục thì thông thường đội hình đá hay nhất đc đá ở đầu để giành vé vào vòng bảng vào r thì đá cho có lệ thôi với cả đợt này nhà cái nó ăn cả tỷ đô :)),0.0
Đá với cái đội ất ơ mà còn vã mồ hôi ra. Ro đúng là gánh nặng của toàn đội,2.0
Benzayma đâu,0.0
Tây ban Nha đã xem cuốn đá quá hay,1.0
Thủ môn bồ quá đỉnh ,1.0
Tuổi tác ko làm khó a Đô,1.0
rô hút người làm tường hay mà,1.0
Trận này nhieu a sách noi cơm điện ra đi kkkk,0.0
Trận đấu quá hay giả không gặp may thôi,1.0
A mà vô đich tao quật cu vào tường,0.0
Đội hình tỉ bảng ,1.0
"Hi vọng trận sau Ku sẽ ghi bàn, bị từ chối hoài tội lắm",0.0
Sao ko thay m3p vào nhỉ ?,0.0
Nếu k có lỗi var- lukaku đã dẫn đầu vua phá lưới uaero,0.0
"Làm quả 2light chán thật, xem mà ko biết sao quả đầu tiên bị từ chối luôn :))))",2.0
Chỉ có blv vtv là hay nhất mà k có Highlights vtv,1.0
"Đung la đăng câp cua môt đang anh,đôi vơi anh 7 không con thiêu cai gi nưa,nhưng phai khâm phuc cach chơi bong cua anh,lam cho đông đôi va cac đang em yêu quy anh hơn,ngươi hâm mô thi khoi noi rôi.Nhưng trên thê giơi nây nêu Anh 7 va anh 9 messi treo giây thi không biêt trên đơi nây co con môt căp,thương đê tao ra như vây nưa không,,theo minh nghi chăt la kho lăm.messi la 6 qua bong vang,con anh 7 nha ta năm qua bong vang,con đôi giay  vang la hai ngươi nây minh không biêt la bao nhiêu luôn,nhiêu lăm.Môt ngươi la nhân tai bâm sinh con môt ngươi thi đi lên tư nghi lưc phi thương.Noi chung la minh ai mô hêt ca hai.Nhưng hơi nê anh7 môt chut vi anh bay đa nô lưc vương lên đê sanh ngang băng vơi anh 9.Con nê anh9 ơ chô chung thuy vơi môi tinh đâu,cho du ban thân la siêu sao sô 1thê giơi nhưng anh9 it co si candan vơi bô bich gai gu.nên anh 9 vân la sô 1,con sô 2 la anh 7 nha minh rôi",1.0
Trận này a 7 ko may mắn thật,0.0
Áo  hay vậy  bảo  sao  pháp  thắng vất vả,1.0
Blv nghe chán dữ dạ hong có nhiệt gì hết,2.0
"Sau khi xem trực tiếp trận đấu này xong tôi càng thêm kính trọng yêu thương cr7 gấp rất nhiều lần hơn trước nữa, một huyền thoại một thần tượng rất đẹp trong lòng tôi đã từ lâu",1.0
"rẩ nhiều cơ hội ,nhưng họ không tận dụng để thay đổi trận đấu ,đây vẫn là bài toán cần giải quyết của đội tuyển bỉ",0.0
"Chúc mừng Grudia , bản sắc dinamo Tbiblisi năm nào đã thể hiện rõ nét trong từng đường bóng mà các cầu thủ Grudia mang lại , một chiến thăng đầy quả cãm và hết sức ngọt ngào.",1.0
Hoá ra thầy ông nội ko tệ,0.0
"Mé, xem highlight mà còn buồn ngủ, nghĩ tới mấy ông thức xem mà tội nghiệp",2.0
"TBN đợt này xem đã quá, cầu thủ cầm bóng tự tin vcl",1.0
Xem eruo như xem WWE bịp rõ ràng.,2.0
Bình luận chán dã man!!,2.0
Ido chân gỗ,2.0
"Chúc mừng tuyển đức nhé ,",1.0
Năm nay đức.tây ba nha se rinh cúp.,1.0
Má Theo Croatia chết rồi,2.0
Đúng là Banh  bóng,0.0
Pháp bh chắng khác gì đội tuyển ở châu phi nhỉ  toàn da đen,0.0
Đức mãi đỉnh ,1.0
"Nên nhớ anh 7 đã lớn tuổi nhưng chiến đấu được như thế là quá hay rồi, hỏi có được mấy ai làm được như Cr7",1.0
Lukaku k bao giờ làm ae thất vọng ,1.0
Thêm thằng hậu vệ bán độ rõ,2.0
Quả này nhiều ông đi xoá nợ quá:')),0.0
Chuyền sáng nước. Đá kiểu đầu óc.,1.0
"Đức ơi cố lên, Musiala đá hay lắm em.",1.0
Đen lại là phút cuối cùng tội l.modric gần với tấm vé đi tiếp r thật nghiệt ngã ,0.0
Quá đỉnh,1.0
"Ơ sao bữa a7 gáy đội hình B của Bồ cũng mạng lắm mà, sao kỳ quá v ",0.0
Quả chuyền bóng cho Bruno đủ hiểu Anh 7 không bao giờ ích kỷ. Một người biết mình và còn biết đồng đội cần gì. Thật tuyệt vời. Pha chuyền bóng đó thật khiến fan Anh tự hào <3,1.0
"Kante đá cảm giác nhàn, chuyền đơn giản nhưng hiệu quả chính xác.",1.0
Blv HAY MÀ!,1.0
Pen tình thương đã cũng k vào chán thật,2.0
Hà Lan luôn là như vậy chạy lên rồi chạy về. Tôi vẫn thích bóng đá kiểu Tây ban Nha ban bật nhỏ nhẹ không ai ăn được  còn đá kiểu này gọi là trâu  bò ai trâu  hơn thì ăn,1.0
Ý với lực lượng này khả năng rất cao là không thể bảo vệ được ngôi vương rồi,2.0
T k nghĩ maino lại dự bị cho th ác nôn đá nhìn chán méo chịu đc,2.0
Áo quá chật khiến cho Mudryk không thoải mái.,2.0
Lí do khiến tôi thức xem,0.0
"Bất kì giải đấu nào , vòng bảng đừng tin mấy anh đội bóng lớn",2.0
Trận này hay ghê,1.0
"Bình luận viên quá nhiệt, hy vọng giọng anh sau trận đấu sẽ ổn:v",1.0
Trận hay nhất từ đầu mùa euro tới giờ =))),1.0
"Nhưng khác chỗ là Messi nó tạo ra những đường tấn công cho Argentina...còn BĐN thì cứ nhồi nhét bơm bóng cho CR7 kết thúc cuối cùng, lối đá này rất dễ bắt bài, với cầu thủ đã ko còn đỉnh cao mà cứ bơm bóng 1 cách vô tội vạ, chưa kể mấy cú đá phạt toàn bắn chim, phạt đền thì ko còn uy tín nữa....mấy tình huống cố định nên để Bruno và Bernado Silva đá...",0.0
nằm trên ngon à ,0.0
Người hùng Gruzia 🇬🇪,1.0
Georgia 🇬🇪 là tên quốc tế đúng của quốc gia mà sao blv và channel cứ gọi Gruzia theo sự liên quan với nước Nga???,0.0
Có ai trúng tỉ số k,0.0
Bình luận nhạt quá,2.0
"đá banh mà dứt điểm duyên với không duyên, BLV gì lạ v",2.0
"FACT: Đội tuyển Anh sau trận hòa 1-1 trước Đan Mạch, đã không thể có lần đầu tiên trong lịch sử EURO giành chiến thắng ở cả hai trận đấu đầu tiên trong một mùa giải EURO. ",0.0
T tưởng blv bị câm,2.0
Kệ đi. Bồ Đào Nha đằng nào chả vào vòng trong rồi.,0.0
"Quả pháp quá bịp, Mà quan trọng m3p gãy sống mũi không biết có hồi phục nhanh lại không, GD nệm bóng .... Luôn ạ, Thumram với Dembele thì thôi r, trận này đc mỗi Kate m3p đá thế mà ra đc ngoài mới hay",2.0
"Pháp đội bóng giờ toàn đa đen , tưởng là đang xem gana đá",2.0
Quả scotlanda ko được ben tiếc quá. phạm lỗi rồi,0.0
Thằng phó chủ tịch ko đeo mặt lạ đá à,0.0
"Vắng Harry Maguire hàng thủ ĐT ANH chỉ là cái tên,hàng thủ đá như này bị Thụy Sĩ đánh bại ngay️️️️️",0.0
Trận đấu chả có gì hấp dẫn mà BLV nhà đài cứ rống lên. Nghe kinh vãi!,2.0
2 đội thi đấu không thua kém gì các đội bóng đông nam á,0.0
"Giống góc sút của foden, tương lai bạn này sẽ sáng",1.0
Sao k được nét lắm nhỉ,0.0
"Kiều gì kiểu cũng qua chân Saka rồi mới ghi bàn, nhiều khi ko hiểu nổi sao có thể.",0.0
 CR7. SIUUUU. ,1.0
"BLV chán thật, kick-off rồi mà vẫn còn đọc tên cầu thủ chưa xong zzz",2.0
"Từ vòng khai mạc tới giờ, nghe chú blv mà thề khó chịu dễ sợ, cái blv quang trọng nhất mà blv kiểu này như muốn tắt tiếng để xem hình còn hơn",2.0
Kèo trên áo màu gì vậy các bạn,0.0
Ông kia sút hay quá,1.0
Em xỉu đâyyyyyyyy….,0.0
Ai cũng mãi khen a7 mà quên mất gã đồ tể mang đôi cánh thiên thần vẫn rất chắc chắn và tinh quái trong hàng phòng ngự  trận tối qua pepe chơi hay thật sự,1.0
Buồn quá các ông ạ,0.0
TBN vô địch nhé ai theo tôi không ,1.0
Chọ lộ nguyên hình rồi,2.0
Tuyển anh năm nay mạnh quá dễ bợ cúp lâm,1.0
 la quá la,0.0
Gruiza đá như Atletico madrid,0.0
? JK  BB IL p,0.0
Messii mãi đỉnh ,1.0
"Euro thích xem trận có đội Đức, Copa thích xem trận có đội Uru",0.0
Trời ơi!! Hãy nhìn biểu cảm của các cđv ở tình huống bỏ lỡ cuối trận kìa. Đúng là quá cảm xúc.. tôi yêu bóng đá,1.0
Lí do vì sao m3p bảo euro khó hơn wc,0.0
Anh bảy dành sức đường còn dài mà,0.0
Cho foden đá nghịch sở trường thì sao mà phát huy khả năng sút xa,0.0
g,0.0
Cầu thủ chất lưong k mà đá 2 trận chán hơn thổ nhĩ kì nua,2.0
Bàn thắng đẹp nhất mùa giải sẽ thuộc về hậu vệ đội tuyển Thổ Nhĩ Kì. Ghi bàn mà không cần nhìn,1.0
Thất vọng italia,2.0
Toni ôm trọn tuyến giữa cửa Đức,1.0
Vẫn k hiểu tại sao crotia hưởng đc pen gỡ 1-3 ,0.0
Da  qua  hay  chuc  cac  ban co  suc  khoe  da  bing,1.0
Đặt tiêu đề lộ hết,2.0
cảm ơn Bồ đã cứu con xe ko bị thất lạc,1.0
Hehe,0.0
Ông bình luận này xem hay nè. Ông bl trận Thụy sĩ và Đưc sao mà nghe Bồ ngủ quá.,2.0
f,0.0
Rất hay,1.0
sao ko nghe tiếng trong sân gì hết vậy,0.0
"Mọi người phải biết rằng nhà cái nó bỏ 100tr euro để tai trợ cho giải đấu này năm nay, lên Ai còn đi ca cuoc là chỉ có thua thôi, không thì chỉ có nhảy cầu",0.0
T thức coi xong trận của hà Lan . R ăn miếng mì gói đợi trận 2h mà quên mất là 2h tuyển Anh đá. Quyết định ăn xong đi ngủ vì biết thể nào củng vừa cởi vừa ngủ gục. Quyết định sáng suốt,0.0
TBN cho ISHOWSPEED đá cắm ư,0.0
Vô địch thì hơi khó nak,0.0
"Làm riec lộ liễu quá, trái jay mà đá ko vô jay cũng gọi cầu thủ xuất sắc gì..qq",0.0
U cà đá xong vòng bảng về nhập ngũ là đẹp,0.0
"Thằng Cancelo nó gato Cr7 , bị Pep tiễn đi là đúng, hay mà làm rối CLB k nên giữ.",2.0
Có lukacu thì thua là chắc,2.0
Công nghệ bịp chứ var cái gì,2.0
"Bàn đầu tiên a e để ý thằng DaniLo di chuyển ngu nhé , mà ko biết ngu thật hay giả vờ ngu nữa .",2.0
Trận cầu quá hay nhưng ông BLV vô duyên quá.Nghe ổng nói giật cả mình ,2.0
"Toàn là gà công nghiệp. Bao nhiêu cơ hội ngon ăn thì không ghi bàn, Fan Sư Tử lại bảo Cổng Nam dở.",2.0
Siêu phẩm thật,1.0
g,0.0
Tổng giám đốc bình luận nó khác với nhân viên ,0.0
Tbn vô địch uero cavahan có giành quả bóng vàng không,0.0
Đúng là đội trưởng trụ cột của  bóng đá bồ đào nha CR7🇵🇹......,1.0
Thụy Sĩ out trình quá có lẽ bảng đấu này Đức và Thụy Sĩ sáng cửa đi tiếp ,1.0
Bỉ quá đen số 10 lusôbu anh em trên tài thua đau đầu quá,0.0
anh 7 tạ quá,2.0
Mãi yêu Toni Kroos,1.0
Bl quá chán,2.0
"đó là 1 phần của bóng đá, ko phải lúc nào cũng vinh quang chỉ cần anh luôn khát khao, ý  chí nỗ lực ko ngừng nghỉ  như cái cách mà anh vẫn làm suốt 20 năm qua thì fan mãi luôn bên anh dù bất cứ hoàn cảnh nào",1.0
3:33  2 ông sn 91,0.0
"em iu anh7, thấy anh7 chuyền cho bruno em muốn khóc🥹",1.0
Việt vị quà hơi ảo...công nghê vs công nghê,0.0
trận cuối thua croatia nữa nhé Ý,0.0
Kevin:.........1 cánh én k làm nên mùa xuân,0.0
"Gruzia đá hay quá, đáng lẽ hòa thì hợp lý hơn :D",1.0
TBD vẫn rất uy tín.,1.0
Ko khác j trận vs hàn wc22,0.0
Áo đa giao hữu hay,1.0
"Ráng lên a7, cháy hết mình cho lần cuối cùng góp mặt ở Euro nhé, luôn ủng hộ anh",1.0
thật may Real cho Luning lau ghế trận ck c1 nếu không Tonny Kroos đã k có món quà tri ân,0.0
Anh lu cho về đá hậu vệ là đẹp nhất.,1.0
Blv cơ hội đầu tiên cho  italia .mà...tbn đánh đầu ,0.0
Đá như thế thì chỉ nên đá với đội tuyển VN,0.0
7 liêm vẫn phế như ngày nào,2.0
"9:53 ""Như vậy là bất ngờ đã có được bàn rút ngắn tỉ số của ĐT Scotland"" ?? bình luận kiểu gì vậy trời ""Bất ngờ"" là thằng nào?cả trận bình luận ko có tí cảm xúc gì ",2.0
Quá hay !,1.0
Ku ơi là ku ,0.0
"Nói gì thì nói, Ronaldo còn chơi trên các trận đấu là niềm vui của chúng ta rồi! Hãy tận hưởng khoảnh khắc này! Chẳng mấy chốc mà chúng ta không thấy được bóng dáng của anh ấy trên sân cỏ nữa đâu!",1.0
Trận sau Romania tiễn Bỉ luôn ,0.0
BLV nào cháy vậy,1.0
1 trận hòa như thua. thật may mình đã ko thức để xem trận đấu vô nghĩa như vậy,2.0
Áo chứ có phải VN đâu mà đòi dễ dàng đơn giản... Đội tuyển Áo từ xưa đến nay còn có lúc vượt cả Đức lên Pháp muốn ăn được họ thì trầy da  xước mặt là đúng rồi. Xin chúc mừng đàn gà Gô.,0.0
Highlights bôi ra kinh vđ,2.0
quả em ba bế mà là cr7 chắc tụi culi lại múa ác lắm kk,0.0
Kevin có câu hội thì chuyển thành bàn còn Lukaku rất nhiều câu hội lại ko thành bàn,0.0
Đã chuyển kênh từ VTV sang bên TV360 xem rùi mà vẫn còn gặp ông cầu thủ chém gió từ VTV sang.,2.0
Jan Oblak MVP,1.0
coi mấy thằng này đá còn hay hơn tụi anh vs tụi pháp đá muốn ngủ gục ,2.0
Thủ môn bên bồ đào nha quá ao trinh,1.0
Anh bị loại vòng 1/8,0.0
jude bellingham siêu phẩm hay quá,1.0
"Anh 7 hay quá, hét 1 cái là đội bạn phản lưới nhà luôn",1.0
"Bất nghờ cái gì,giờ toàn đá cho nhà cái không! Nhảy cầu hết không thấy sao!!!",2.0
Có lẽ đây là bàn thắng đẹp nhất vòng rồi ,1.0
A7 già thật rồi:((,2.0
Nửa ngày hơn 2 triệu view ,1.0
Alaba không đá nữa hả mọi người,0.0
Đức win ko thuyết phục,2.0
"A7 khi đã là thần tượng thì dù anh khóc, hay cười, hay chửi bới bố đời như thế nào thì fan vẫn cho đó là đẳng cấp… nếu chê thì lại bảo là antifan ngay Nhưng công nhận trận hôm nay anh đá dở bỏ mẹ, khóc lóc như trẻ ranh ",2.0
Tấn công như vậy ae thở nhẹ nhẹ bình an ,0.0
Thế mới bảo thế 3pe thì k làm gì đc may k thua,0.0
sao vn không đá êroo nhỉ ,0.0
"Taylor này là trọng tài mà nó luôn muốn làm tâm điểm của trận đấu, đây ko phải là lần đầu tiên",0.0
Éo hiểu kiểu gì luôn ý... Sao FA cứ để cho ông này làm hoài luôn ý....,2.0
Anh7 hôm nay hơi đen,2.0
"gruzia vào dc vòng này đã là hay r, chúc mừng tbn",1.0
Modric khám lưng gấp :),0.0
Nhà cái mua rồi,2.0
Lù đù như gà rù,2.0
Pedri gỗ giống a Linh,2.0
"Ba lan đá chán kinh, tiền đạo giỏi mà tuyến giữa chơi chán v banh đâu mà đá",2.0
Có cần phải viết Ronaldo sút phạt đền hỏng to như này không sợ ngta không biết không vào xem à ,0.0
Số 7 phá đá như chân k ngón,2.0
Vinh Quang Cho Ukraine,1.0
2h sáng nghe bình luận viên bl tắt vội vì sợ ko thức xem bóng đc,2.0
Kèo trên chắc chết hết...kkk,0.0
Đt Anh năm nay đúng kiểu 11 con sư tử được huấn luyện bởi 1 con chó,2.0
Nhà cái nó nói bạn phải thua cho ai theo bdn rụng trứng.,0.0
Mãn nhãn xứng đáng nhưng ghi hơi ít bàn nhe ,1.0
"Chúc mừng đội tuyển ukraine, các e hãy chiến đấu quả cảm như các chiến binh  ngoài mặt trận, chúc dân tộc ukraine sớm dành chiến thắng bảo vệ toàn  vẹn lãnh thổ thiêng liêng của tổ quốcr",1.0
Má 3-1 là Ngon r,0.0
Đá theo kịch hết r,2.0
Qui luật bàn tay trái! Sau khi Scotland dính thẻ đỏ tỷ số là 1-1. Ha ha,0.0
Blv chán z,2.0
Thủ môn u cà là Lunin hay Chu Bin vậy ạ,0.0
"Xem trực tiếp mới thấy đức chỉ chơi bóng 1 mình ko cho scotlend chơi bóng luôn, musiala  đá nhìn quá vừa ý luôn gọn gàng khéo léo",1.0
Mới đá trận 1 vòng bảng các ông xem đòi đội mạnh đá hết bài thì nó lấu cup bằng cách nào ,0.0
"Ông bình luận đang êm thì gào lên, đeo tai nghe tí thì thủng màng nhỉ :D",2.0
Anh ko gọi A Trưởng là sai rồi,0.0
.,0.0
"Giật típ chứ u cà còn dovbyk , tsygankov",0.0
o,0.0
Diego costa người cứu rỗi a7 và bồ đào nha,1.0
Anh 7 dc đá tận 120p quá khoẻ,1.0
Lịch sử BD chưa pha nào nv,0.0
hay ấy mình đổi blv đi được không nhà đài,2.0
Ronaldo mãi đỉnh,1.0
_ Ba cầu thủ sút trượt pen tôi chấm: 3 điểm.,0.0
Lamine Yamal và Dani Carvajal,1.0
BLV chán vl,2.0
"hét sướng và cảm xúc quá, 20p đầu quá hay trận này",1.0
Chán chưa ,2.0
"TRỌN VẸN THẾ GIỚI THỂ THAO CHỈ VỚI 20K/THÁNG! ĐĂNG KÝ GÓI V SPORT. Soạn DK SP gửi 1331 để tận hưởng ngay các giải vô địch quốc gia hàng đầu thế giới, đặc biệt là VCK EURO 2024 trên TV360 tại .",0.0
Bảng F này 2 trận đều hay và kịch tính,1.0
Thấy thương moric púa lun...cái a cần là 1 danh hiệu cùng đội tuyển cuốc gia...c1 6 cái rồi .pủa bóng vàng có rồi ...giờ thì hết mong chờ gì,0.0
"Quá tuyệt vời cho Luzia,ngưỡng mộ thủ thành",1.0
Ăn có 2 trái hay ho gì. Đá với mấy đội yếu thôi chứ vô trong đi rồi biết,2.0
Lukaku nhớ muốn có  đồng đội inter milan mới chịu ghi bàn,0.0
Pháp giấu bài,0.0
blv như cứt,2.0
